,site,code,date,no2,no2_UT,pm10,pm10_UT,pm2.5
6638,Newcastle Centre,NEWC,04-10-2018 13:00,17.49918,37.11287,6.8,7.73,4.8
6639,Newcastle Centre,NEWC,04-10-2018 14:00,23.59619,42.0802,3.3,8.696,3.7
6640,Newcastle Centre,NEWC,04-10-2018 15:00,28.77708,68.10672,8.3,5.797,5.8
6641,Newcastle Centre,NEWC,04-10-2018 16:00,28.77446,66.14173,3.7,8.696,3.6
6642,Newcastle Centre,NEWC,04-10-2018 17:00,26.46608,54.2525,2.9,8.696,1.9
6643,Newcastle Centre,NEWC,04-10-2018 18:00,20.76956,37.87123,4.4,7.73,2.9
6644,Newcastle Centre,NEWC,04-10-2018 19:00,19.53901,40.19349,4.5,9.662,5.9
6645,Newcastle Centre,NEWC,04-10-2018 20:00,20.30729,40.03323,5.4,7.73,5.8
6646,Newcastle Centre,NEWC,04-10-2018 21:00,23.8949,36.32606,7,9.662,5.5
6647,Newcastle Centre,NEWC,04-10-2018 22:00,22.76757,31.93669,3.9,5.797,3.6
6648,Newcastle Centre,NEWC,04-10-2018 23:00,10.66985,14.24383,-1.1,2.899,1.3
6649,Newcastle Centre,NEWC,05-10-2018 00:00,6.8374,2.95902,1.4,1.932,1.6
6650,Newcastle Centre,NEWC,05-10-2018 01:00,10.25891,17.69152,2.3,0.966,2
6651,Newcastle Centre,NEWC,05-10-2018 02:00,16.96292,23.02138,1.1,0,1.2
6652,Newcastle Centre,NEWC,05-10-2018 03:00,13.67955,23.79215,4.5,0,3.1
6653,Newcastle Centre,NEWC,05-10-2018 04:00,13.88484,21.50475,4.3,2.899,3.2
6654,Newcastle Centre,NEWC,05-10-2018 05:00,20.97108,17.29482,4.7,3.865,4.2
6655,Newcastle Centre,NEWC,05-10-2018 06:00,47.46273,25.63033,5.5,4.831,5
6656,Newcastle Centre,NEWC,05-10-2018 07:00,55.87997,30.95849,4.2,3.865,2.1
6657,Newcastle Centre,NEWC,05-10-2018 08:00,49.30625,38.2407,5.1,5.797,5.3
6658,Newcastle Centre,NEWC,05-10-2018 09:00,46.70081,50.64587,4.7,6.763,5.3
6659,Newcastle Centre,NEWC,05-10-2018 10:00,35.14888,36.80729,4.5,8.696,5.4
6660,Newcastle Centre,NEWC,05-10-2018 11:00,29.0398,31.14188,3.6,5.797,3.8
6661,Newcastle Centre,NEWC,05-10-2018 12:00,23.70101,27.31141,6.8,6.763,4.9
6662,Newcastle Centre,NEWC,05-10-2018 13:00,25.75462,36.44822,2.6,5.797,3.7
6663,Newcastle Centre,NEWC,05-10-2018 14:00,23.02861,32.90142,6.5,2.899,5.2
6664,Newcastle Centre,NEWC,05-10-2018 15:00,29.44929,24.977,6.1,0.966,4.3
6665,Newcastle Centre,NEWC,05-10-2018 16:00,40.68976,32.32925,8.2,3.865,6.9
6666,Newcastle Centre,NEWC,05-10-2018 17:00,37.64401,96.23628,6.9,23.189,6.6
6667,Newcastle Centre,NEWC,05-10-2018 18:00,51.20573,91.39586,11.1,27.054,6.5
6668,Newcastle Centre,NEWC,05-10-2018 19:00,51.89201,82.09766,15.9,21.256,11
6669,Newcastle Centre,NEWC,05-10-2018 20:00,46.31277,57.91516,13.4,12.561,10.4
6670,Newcastle Centre,NEWC,05-10-2018 21:00,36.21108,39.39567,6,13.527,6.2
6671,Newcastle Centre,NEWC,05-10-2018 22:00,28.63206,27.47927,7.4,7.73,4.5
6672,Newcastle Centre,NEWC,05-10-2018 23:00,20.14717,19.68912,7.9,5.797,4.9
6673,Newcastle Centre,NEWC,06-10-2018 00:00,16.9372,13.46887,7.8,8.696,5.6
6674,Newcastle Centre,NEWC,06-10-2018 01:00,21.25447,20.26553,4,5.797,3.2
6675,Newcastle Centre,NEWC,06-10-2018 02:00,17.7275,24.86797,4.1,3.865,2.7
6676,Newcastle Centre,NEWC,06-10-2018 03:00,15.10447,13.25986,5.4,7.73,2.9
6677,Newcastle Centre,NEWC,06-10-2018 04:00,14.38598,9.85156,3.2,5.797,3.6
6678,Newcastle Centre,NEWC,06-10-2018 05:00,16.1335,13.28084,4.4,0.966,3.7
6679,Newcastle Centre,NEWC,06-10-2018 06:00,24.46233,20.46711,4,0.966,3
6680,Newcastle Centre,NEWC,06-10-2018 07:00,22.20635,18.74635,3.8,4.831,3.5
6681,Newcastle Centre,NEWC,06-10-2018 08:00,21.49209,21.442,5.7,5.797,4
6682,Newcastle Centre,NEWC,06-10-2018 09:00,21.95532,18.29374,6.1,7.73,4.7
6683,Newcastle Centre,NEWC,06-10-2018 10:00,18.51148,17.94671,4.3,6.763,2.8
6684,Newcastle Centre,NEWC,06-10-2018 11:00,23.39903,16.22539,8.3,8.696,5.4
6685,Newcastle Centre,NEWC,06-10-2018 12:00,22.16387,16.49813,15,9.662,6
6686,Newcastle Centre,NEWC,06-10-2018 13:00,23.04701,19.86004,4.9,5.797,1.9
6687,Newcastle Centre,NEWC,06-10-2018 14:00,22.4139,18.28361,8.8,5.797,6.1
6688,Newcastle Centre,NEWC,06-10-2018 15:00,25.13992,13.45223,6.8,7.73,4.9
6689,Newcastle Centre,NEWC,06-10-2018 16:00,35.27478,19.85517,8.7,5.797,6.2
6690,Newcastle Centre,NEWC,06-10-2018 17:00,56.94945,50.44992,9.7,9.662,5.5
6691,Newcastle Centre,NEWC,06-10-2018 18:00,61.99924,78.65979,10.8,12.561,6.8
6692,Newcastle Centre,NEWC,06-10-2018 19:00,75.43767,68.68902,19.4,13.527,14.7
6693,Newcastle Centre,NEWC,06-10-2018 20:00,46.71749,77.62915,15.5,17.392,16.2
6694,Newcastle Centre,NEWC,06-10-2018 21:00,37.36088,39.09509,13.9,11.594,11.9
6695,Newcastle Centre,NEWC,06-10-2018 22:00,30.58224,55.2812,9.3,14.493,10.1
6696,Newcastle Centre,NEWC,06-10-2018 23:00,31.49832,54.22568,8.2,4.831,8.2
6697,Newcastle Centre,NEWC,07-10-2018 00:00,25.8302,42.56369,7.3,6.763,8.5
6698,Newcastle Centre,NEWC,07-10-2018 01:00,37.42615,46.81624,7.7,7.73,7.3
6699,Newcastle Centre,NEWC,07-10-2018 02:00,24.25413,40.05473,6.6,5.797,8.7
6700,Newcastle Centre,NEWC,07-10-2018 03:00,22.50214,29.06628,5.5,1.932,5.7
6701,Newcastle Centre,NEWC,07-10-2018 04:00,31.14683,19.48549,7.2,2.899,5.8
6702,Newcastle Centre,NEWC,07-10-2018 05:00,31.72183,38.23959,6.9,7.73,7.5
6703,Newcastle Centre,NEWC,07-10-2018 06:00,41.5183,53.20119,12.1,11.594,11.6
6704,Newcastle Centre,NEWC,07-10-2018 07:00,42.38977,57.36795,11.3,12.561,10.6
6705,Newcastle Centre,NEWC,07-10-2018 08:00,37.08665,59.66038,8.8,8.696,7.2
6706,Newcastle Centre,NEWC,07-10-2018 09:00,25.65365,46.04475,4.9,4.831,4.1
6707,Newcastle Centre,NEWC,07-10-2018 10:00,20.24431,39.64283,6.1,4.831,3.7
6708,Newcastle Centre,NEWC,07-10-2018 11:00,19.05994,39.04804,6.5,7.73,5.3
6709,Newcastle Centre,NEWC,07-10-2018 12:00,17.10082,43.71749,8,5.797,6.1
6710,Newcastle Centre,NEWC,07-10-2018 13:00,17.35789,42.38527,6.5,5.797,4.5
6711,Newcastle Centre,NEWC,07-10-2018 14:00,19.26362,41.87978,6.5,5.797,5.6
6712,Newcastle Centre,NEWC,07-10-2018 15:00,14.26929,31.98113,8.1,6.763,5.3
6713,Newcastle Centre,NEWC,07-10-2018 16:00,14.0124,29.933,6.7,10.628,2.6
6714,Newcastle Centre,NEWC,07-10-2018 17:00,12.16128,27.3326,7.1,8.696,5.5
6715,Newcastle Centre,NEWC,07-10-2018 18:00,11.95396,21.73281,4.6,4.831,4
6716,Newcastle Centre,NEWC,07-10-2018 19:00,11.85137,14.56161,2.9,2.899,2.1
6717,Newcastle Centre,NEWC,07-10-2018 20:00,10.77081,10.57013,2.7,1.932,2.2
6718,Newcastle Centre,NEWC,07-10-2018 21:00,10.56461,10.07197,7,5.797,4.3
6719,Newcastle Centre,NEWC,07-10-2018 22:00,7.83791,9.0424,9.9,7.73,6.3
6720,Newcastle Centre,NEWC,07-10-2018 23:00,6.08703,7.05286,10.4,6.763,6.6
6721,Newcastle Centre,NEWC,08-10-2018 00:00,7.12649,6.09089,10.3,12.561,5.6
6722,Newcastle Centre,NEWC,08-10-2018 01:00,7.33248,3.65745,9.2,7.73,5
6723,Newcastle Centre,NEWC,08-10-2018 02:00,6.88617,5.08257,8.1,11.594,4.9
6724,Newcastle Centre,NEWC,08-10-2018 03:00,6.47408,7.46052,6,8.696,3.7
6725,Newcastle Centre,NEWC,08-10-2018 04:00,11.98549,14.45373,4.5,8.696,6.2
6726,Newcastle Centre,NEWC,08-10-2018 05:00,14.46215,28.20192,7.9,6.763,6.9
6727,Newcastle Centre,NEWC,08-10-2018 06:00,19.05852,48.99159,7.2,9.662,4.4
6728,Newcastle Centre,NEWC,08-10-2018 07:00,27.01706,50.35694,6.4,13.527,4.8
6729,Newcastle Centre,NEWC,08-10-2018 08:00,26.809,58.01892,9.8,12.561,4.7
6730,Newcastle Centre,NEWC,08-10-2018 09:00,32.71798,50.8867,11.8,14.493,6.9
6731,Newcastle Centre,NEWC,08-10-2018 10:00,41.54318,62.04007,14.9,17.392,8.4
6732,Newcastle Centre,NEWC,08-10-2018 11:00,21.53767,44.56358,14.3,14.493,8.9
6733,Newcastle Centre,NEWC,08-10-2018 12:00,19.98081,34.8048,11.1,19.324,7.6
6734,Newcastle Centre,NEWC,08-10-2018 13:00,24.8442,32.68525,10.4,13.527,7.8
6735,Newcastle Centre,NEWC,08-10-2018 14:00,31.78532,47.7855,11.6,17.392,4.7
6736,Newcastle Centre,NEWC,08-10-2018 15:00,28.3791,42.45717,13,12.561,6.5
6737,Newcastle Centre,NEWC,08-10-2018 16:00,31.06093,59.74182,8.4,9.662,5.3
6738,Newcastle Centre,NEWC,08-10-2018 17:00,24.50816,49.13567,10,11.594,4
6739,Newcastle Centre,NEWC,08-10-2018 18:00,17.60196,39.56177,28.8,7.73,4.7
6740,Newcastle Centre,NEWC,08-10-2018 19:00,11.57506,24.85887,7.3,8.696,7.4
6741,Newcastle Centre,NEWC,08-10-2018 20:00,12.39933,21.12889,6.5,7.73,3
6742,Newcastle Centre,NEWC,08-10-2018 21:00,11.78188,15.13981,12.7,7.73,6.3
6743,Newcastle Centre,NEWC,08-10-2018 22:00,8.94763,12.21701,7.4,9.662,3.3
6744,Newcastle Centre,NEWC,08-10-2018 23:00,7.45212,9.88499,8.6,10.628,5.4
6745,Newcastle Centre,NEWC,09-10-2018 00:00,6.5352,5.56342,5.6,10.628,5.2
6746,Newcastle Centre,NEWC,09-10-2018 01:00,7.56691,5.97452,7.2,6.763,5.3
6747,Newcastle Centre,NEWC,09-10-2018 02:00,6.03657,5.51702,5.9,6.763,2.7
6748,Newcastle Centre,NEWC,09-10-2018 03:00,5.62396,6.27202,4.6,5.797,0.5
6749,Newcastle Centre,NEWC,09-10-2018 04:00,6.5522,9.24526,8.2,10.628,4.4
6750,Newcastle Centre,NEWC,09-10-2018 05:00,12.84852,26.89101,7.8,8.696,4.5
6751,Newcastle Centre,NEWC,09-10-2018 06:00,19.14359,45.75925,9.2,13.527,5.1
6752,Newcastle Centre,NEWC,09-10-2018 07:00,38.57543,56.20776,10.2,16.425,5.3
6753,Newcastle Centre,NEWC,09-10-2018 08:00,25.30518,46.0776,14.5,18.358,5.6
6754,Newcastle Centre,NEWC,09-10-2018 09:00,23.54498,55.55774,9.3,15.459,5
6755,Newcastle Centre,NEWC,09-10-2018 10:00,36.18771,48.41037,16.1,15.459,10
6756,Newcastle Centre,NEWC,09-10-2018 11:00,19.87835,37.58252,13.3,19.324,6.5
6757,Newcastle Centre,NEWC,09-10-2018 12:00,22.7193,32.6746,13.9,13.527,9.4
6758,Newcastle Centre,NEWC,09-10-2018 13:00,NA,29.84375,14.8,16.425,6.3
6759,Newcastle Centre,NEWC,09-10-2018 14:00,18.42525,35.48273,15.7,19.324,7.9
6760,Newcastle Centre,NEWC,09-10-2018 15:00,24.73024,46.23974,14.2,16.425,8.2
6761,Newcastle Centre,NEWC,09-10-2018 16:00,24.97916,47.13635,14,12.561,8
6762,Newcastle Centre,NEWC,09-10-2018 17:00,26.93113,58.66574,12.3,17.392,6.7
6763,Newcastle Centre,NEWC,09-10-2018 18:00,24.04226,44.58546,11.4,10.628,7.7
6764,Newcastle Centre,NEWC,09-10-2018 19:00,20.68671,40.58663,13.1,12.561,9.1
6765,Newcastle Centre,NEWC,09-10-2018 20:00,23.98978,45.82142,11.5,7.73,6.7
6766,Newcastle Centre,NEWC,09-10-2018 21:00,26.15518,47.48624,9.6,13.527,7.3
6767,Newcastle Centre,NEWC,09-10-2018 22:00,20.22253,51.23013,8.7,14.493,7.5
6768,Newcastle Centre,NEWC,09-10-2018 23:00,13.77368,57.76898,7.2,8.696,4.8
6769,Newcastle Centre,NEWC,10-10-2018 00:00,17.61269,52.74176,6,8.696,5.5
6770,Newcastle Centre,NEWC,10-10-2018 01:00,19.60644,37.79169,11.1,9.662,7.8
6771,Newcastle Centre,NEWC,10-10-2018 02:00,17.54375,16.2494,10.6,9.662,8
6772,Newcastle Centre,NEWC,10-10-2018 03:00,17.95716,14.82347,10.1,12.561,7
6773,Newcastle Centre,NEWC,10-10-2018 04:00,29.61314,28.81204,10.6,11.594,6.4
6774,Newcastle Centre,NEWC,10-10-2018 05:00,48.19935,76.68813,11.9,15.459,10.3
6775,Newcastle Centre,NEWC,10-10-2018 06:00,61.76532,112.93033,17.6,23.189,13.7
6776,Newcastle Centre,NEWC,10-10-2018 07:00,52.14928,90.18294,21.8,28.02,16.9
6777,Newcastle Centre,NEWC,10-10-2018 08:00,51.95545,81.3715,31.8,26.087,23.9
6778,Newcastle Centre,NEWC,10-10-2018 09:00,39.95295,75.92886,37.2,34.783,31.2
6779,Newcastle Centre,NEWC,10-10-2018 10:00,40.54958,63.98813,32,30.918,29.1
6780,Newcastle Centre,NEWC,10-10-2018 11:00,36.15116,53.01183,38.6,40.58,30.1
6781,Newcastle Centre,NEWC,10-10-2018 12:00,36.03322,59.30056,40.3,32.851,32.4
6782,Newcastle Centre,NEWC,10-10-2018 13:00,40.46349,83.86896,35,36.716,28.7
6783,Newcastle Centre,NEWC,10-10-2018 14:00,44.38406,88.94524,33.5,39.614,28.4
6784,Newcastle Centre,NEWC,10-10-2018 15:00,48.90606,99.52794,36.5,37.682,28.6
6785,Newcastle Centre,NEWC,10-10-2018 16:00,52.77439,112.59509,35.3,36.716,25.1
6786,Newcastle Centre,NEWC,10-10-2018 17:00,59.32032,104.04366,34.7,47.344,27.5
6787,Newcastle Centre,NEWC,10-10-2018 18:00,67.06906,95.93352,42.1,52.175,32
6788,Newcastle Centre,NEWC,10-10-2018 19:00,61.28346,89.96978,43.3,49.276,33.3
6789,Newcastle Centre,NEWC,10-10-2018 20:00,46.37437,68.38035,44.8,52.175,35
6790,Newcastle Centre,NEWC,10-10-2018 21:00,40.90863,61.32103,48.3,52.175,39.3
6791,Newcastle Centre,NEWC,10-10-2018 22:00,45.03944,66.85545,50.2,49.276,41.3
6792,Newcastle Centre,NEWC,10-10-2018 23:00,29.55861,54.36911,50,52.175,39.6
6793,Newcastle Centre,NEWC,11-10-2018 00:00,21.39904,43.38613,56,55.073,41.4
6794,Newcastle Centre,NEWC,11-10-2018 01:00,17.27054,27.14942,56.8,51.209,41
6795,Newcastle Centre,NEWC,11-10-2018 02:00,17.33997,28.90527,57.7,58.938,39.8
6796,Newcastle Centre,NEWC,11-10-2018 03:00,18.42313,34.08208,51.8,57.972,38.1
6797,Newcastle Centre,NEWC,11-10-2018 04:00,27.55368,38.49553,52.7,49.276,37.8
6798,Newcastle Centre,NEWC,11-10-2018 05:00,34.00686,68.22554,46,50.242,32.1
6799,Newcastle Centre,NEWC,11-10-2018 06:00,47.78813,96.33342,47,62.803,30.5
6800,Newcastle Centre,NEWC,11-10-2018 07:00,54.05177,87.10948,44.2,52.175,35.4
6801,Newcastle Centre,NEWC,11-10-2018 08:00,61.74074,71.68252,47.2,48.31,38.3
6802,Newcastle Centre,NEWC,11-10-2018 09:00,52.43521,59.10094,45,49.276,37.5
6803,Newcastle Centre,NEWC,11-10-2018 10:00,60.80611,72.11113,47.3,41.547,40.7
6804,Newcastle Centre,NEWC,11-10-2018 11:00,41.03971,45.18064,29.3,28.02,25.3
6805,Newcastle Centre,NEWC,11-10-2018 12:00,38.74851,38.89358,28.3,21.256,21.2
6806,Newcastle Centre,NEWC,11-10-2018 13:00,46.06366,36.59977,20.9,24.155,12.7
6807,Newcastle Centre,NEWC,11-10-2018 14:00,46.12058,53.71655,15.5,18.358,12.5
6808,Newcastle Centre,NEWC,11-10-2018 15:00,57.40798,69.17965,19.1,21.256,13.5
6809,Newcastle Centre,NEWC,11-10-2018 16:00,45.06186,97.06568,16,24.155,11.6
6810,Newcastle Centre,NEWC,11-10-2018 17:00,49.7308,92.50503,16.6,20.29,11.1
6811,Newcastle Centre,NEWC,11-10-2018 18:00,32.91686,59.47265,16.9,24.155,12.6
6812,Newcastle Centre,NEWC,11-10-2018 19:00,32.86884,44.35291,6.2,12.561,3
6813,Newcastle Centre,NEWC,11-10-2018 20:00,38.23248,33.29639,5.9,7.73,4.7
6814,Newcastle Centre,NEWC,11-10-2018 21:00,39.72722,63.28908,4.1,5.797,4.9
6815,Newcastle Centre,NEWC,11-10-2018 22:00,47.33859,54.38991,7,10.628,6.3
6816,Newcastle Centre,NEWC,11-10-2018 23:00,35.4951,51.03404,9.2,7.73,5.7
6817,Newcastle Centre,NEWC,12-10-2018 00:00,29.58827,47.01025,4.2,5.797,4.3
6818,Newcastle Centre,NEWC,12-10-2018 01:00,NA,40.28755,6.8,5.797,6.5
6819,Newcastle Centre,NEWC,12-10-2018 02:00,NA,34.64264,7.4,5.797,6.1
6820,Newcastle Centre,NEWC,12-10-2018 03:00,NA,11.19572,8.3,3.865,10.2
6821,Newcastle Centre,NEWC,12-10-2018 04:00,NA,12.40713,8.9,10.628,8.1
6822,Newcastle Centre,NEWC,12-10-2018 05:00,NA,16.48451,10.9,12.561,7.2
6823,Newcastle Centre,NEWC,12-10-2018 06:00,NA,34.40639,9.7,15.459,8
6824,Newcastle Centre,NEWC,12-10-2018 07:00,NA,44.61333,15.7,9.662,11.2
6825,Newcastle Centre,NEWC,12-10-2018 08:00,NA,32.95948,15.2,13.527,11.3
6826,Newcastle Centre,NEWC,12-10-2018 09:00,NA,41.99536,14.5,7.73,11.4
6827,Newcastle Centre,NEWC,12-10-2018 10:00,NA,35.74081,11.9,13.527,8.2
6828,Newcastle Centre,NEWC,12-10-2018 11:00,NA,43.71823,6.8,13.527,5.3
6829,Newcastle Centre,NEWC,12-10-2018 12:00,NA,31.5794,10.5,7.73,7.9
6830,Newcastle Centre,NEWC,12-10-2018 13:00,NA,25.558,4.6,7.73,2.4
6831,Newcastle Centre,NEWC,12-10-2018 14:00,NA,30.1127,8,4.831,8.2
6832,Newcastle Centre,NEWC,12-10-2018 15:00,NA,27.95718,6.2,11.594,6.1
6833,Newcastle Centre,NEWC,12-10-2018 16:00,NA,26.71917,9.9,13.527,4.1
6834,Newcastle Centre,NEWC,12-10-2018 17:00,NA,22.72062,7.3,8.696,8.1
6835,Newcastle Centre,NEWC,12-10-2018 18:00,NA,22.84833,6.5,5.797,4.9
6836,Newcastle Centre,NEWC,12-10-2018 19:00,NA,17.45646,3.9,7.73,3.7
6837,Newcastle Centre,NEWC,12-10-2018 20:00,NA,21.38831,5,3.865,7.6
6838,Newcastle Centre,NEWC,12-10-2018 21:00,NA,33.57441,1.2,0,3
6839,Newcastle Centre,NEWC,12-10-2018 22:00,NA,25.3157,4.2,1.932,4.9
6840,Newcastle Centre,NEWC,12-10-2018 23:00,NA,28.30171,3.2,2.899,5.1
6841,Newcastle Centre,NEWC,13-10-2018 00:00,NA,37.99425,-0.8,5.797,-1.3
6842,Newcastle Centre,NEWC,13-10-2018 01:00,NA,61.79791,3.4,5.797,3
6843,Newcastle Centre,NEWC,13-10-2018 02:00,NA,56.99015,3.1,5.797,4.2
6844,Newcastle Centre,NEWC,13-10-2018 03:00,NA,53.25108,2.6,5.797,5
6845,Newcastle Centre,NEWC,13-10-2018 04:00,NA,52.24592,4,6.763,4.7
6846,Newcastle Centre,NEWC,13-10-2018 05:00,NA,53.25443,6.8,7.73,6.2
6847,Newcastle Centre,NEWC,13-10-2018 06:00,NA,68.56066,8.1,8.696,7.6
6848,Newcastle Centre,NEWC,13-10-2018 07:00,NA,65.14553,8.6,11.594,8.5
6849,Newcastle Centre,NEWC,13-10-2018 08:00,NA,67.7041,4.8,7.73,5.3
6850,Newcastle Centre,NEWC,13-10-2018 09:00,NA,78.25301,4.8,8.696,6.3
6851,Newcastle Centre,NEWC,13-10-2018 10:00,NA,33.47802,2.7,5.797,1.9
6852,Newcastle Centre,NEWC,13-10-2018 11:00,NA,21.42787,9.5,9.662,7.6
6853,Newcastle Centre,NEWC,13-10-2018 12:00,NA,28.23857,9.2,11.594,7.9
6854,Newcastle Centre,NEWC,13-10-2018 13:00,NA,22.33043,7.4,9.662,8.1
6855,Newcastle Centre,NEWC,13-10-2018 14:00,NA,23.06392,9.1,8.696,8.1
6856,Newcastle Centre,NEWC,13-10-2018 15:00,NA,27.33139,10.3,12.561,8.9
6857,Newcastle Centre,NEWC,13-10-2018 16:00,NA,21.88192,8.1,7.73,7.7
6858,Newcastle Centre,NEWC,13-10-2018 17:00,NA,24.70726,9.9,18.358,6.8
6859,Newcastle Centre,NEWC,13-10-2018 18:00,NA,16.14741,10.2,13.527,8.5
6860,Newcastle Centre,NEWC,13-10-2018 19:00,NA,12.85845,8.6,8.696,8.7
6861,Newcastle Centre,NEWC,13-10-2018 20:00,NA,11.39917,11.3,7.73,11.1
6862,Newcastle Centre,NEWC,13-10-2018 21:00,NA,14.95981,7.2,7.73,7.8
6863,Newcastle Centre,NEWC,13-10-2018 22:00,NA,20.12691,6.7,5.797,7.2
6864,Newcastle Centre,NEWC,13-10-2018 23:00,NA,23.24169,6,5.797,7
6865,Newcastle Centre,NEWC,14-10-2018 00:00,NA,27.31197,3.7,12.561,4.9
6866,Newcastle Centre,NEWC,14-10-2018 01:00,NA,22.37098,2.3,6.763,3.1
6867,Newcastle Centre,NEWC,14-10-2018 02:00,NA,18.73053,1.9,3.865,4.7
6868,Newcastle Centre,NEWC,14-10-2018 03:00,NA,10.86399,3.2,3.865,4.3
6869,Newcastle Centre,NEWC,14-10-2018 04:00,NA,11.31816,1.8,1.932,1.4
6870,Newcastle Centre,NEWC,14-10-2018 05:00,NA,9.29521,4.4,8.696,4.9
6871,Newcastle Centre,NEWC,14-10-2018 06:00,NA,13.72461,-0.1,7.73,0.3
6872,Newcastle Centre,NEWC,14-10-2018 07:00,NA,17.02763,2.3,3.865,5.9
6873,Newcastle Centre,NEWC,14-10-2018 08:00,NA,21.53195,7.5,1.932,4.3
6874,Newcastle Centre,NEWC,14-10-2018 09:00,NA,24.12675,4.3,0,2.8
6875,Newcastle Centre,NEWC,14-10-2018 10:00,NA,40.31261,2.8,5.797,2.1
6876,Newcastle Centre,NEWC,14-10-2018 11:00,NA,47.46628,5.7,6.763,2.6
6877,Newcastle Centre,NEWC,14-10-2018 12:00,NA,76.39728,4.8,20.29,5.3
6878,Newcastle Centre,NEWC,14-10-2018 13:00,NA,70.50523,6.9,11.594,6
6879,Newcastle Centre,NEWC,14-10-2018 14:00,NA,59.29813,6,6.763,7.5
6880,Newcastle Centre,NEWC,14-10-2018 15:00,NA,22.98096,4.6,7.73,3.1
6881,Newcastle Centre,NEWC,14-10-2018 16:00,NA,21.90591,3.4,5.797,2
6882,Newcastle Centre,NEWC,14-10-2018 17:00,NA,82.05117,6.8,15.459,7.1
6883,Newcastle Centre,NEWC,14-10-2018 18:00,NA,58.07048,10.6,7.73,9.4
6884,Newcastle Centre,NEWC,14-10-2018 19:00,NA,73.17799,19.1,19.324,15.6
6885,Newcastle Centre,NEWC,14-10-2018 20:00,NA,72.11647,19.4,22.223,16.6
6886,Newcastle Centre,NEWC,14-10-2018 21:00,NA,61.48545,13.9,22.223,13.9
6887,Newcastle Centre,NEWC,14-10-2018 22:00,NA,44.78004,12.9,11.594,10.9
6888,Newcastle Centre,NEWC,14-10-2018 23:00,NA,34.22364,11.8,9.662,11.2
6889,Newcastle Centre,NEWC,15-10-2018 00:00,NA,29.09292,11.4,8.696,8.6
6890,Newcastle Centre,NEWC,15-10-2018 01:00,NA,19.68622,11.1,10.628,10.7
6891,Newcastle Centre,NEWC,15-10-2018 02:00,NA,22.94428,10.8,6.763,12.1
6892,Newcastle Centre,NEWC,15-10-2018 03:00,NA,15.81923,6.2,5.797,6.9
6893,Newcastle Centre,NEWC,15-10-2018 04:00,NA,17.081,7.2,5.797,7.3
6894,Newcastle Centre,NEWC,15-10-2018 05:00,NA,32.39672,6.9,6.763,7.2
6895,Newcastle Centre,NEWC,15-10-2018 06:00,NA,52.11546,9.1,7.73,8.5
6896,Newcastle Centre,NEWC,15-10-2018 07:00,NA,45.19008,7.8,14.493,7.7
6897,Newcastle Centre,NEWC,15-10-2018 08:00,NA,53.55301,14.8,18.358,8.6
6898,Newcastle Centre,NEWC,15-10-2018 09:00,NA,47.19877,13.4,12.561,9.8
6899,Newcastle Centre,NEWC,15-10-2018 10:00,NA,49.71083,15.9,12.561,9.8
6900,Newcastle Centre,NEWC,15-10-2018 11:00,NA,NA,8.9,17.392,8.4
6901,Newcastle Centre,NEWC,15-10-2018 12:00,NA,NA,9.9,4.831,8.2
6902,Newcastle Centre,NEWC,15-10-2018 13:00,NA,33.38714,9.2,10.628,7.2
6903,Newcastle Centre,NEWC,15-10-2018 14:00,NA,29.45825,9.3,15.459,6.2
6904,Newcastle Centre,NEWC,15-10-2018 15:00,NA,83.27714,6,15.459,6.7
6905,Newcastle Centre,NEWC,15-10-2018 16:00,NA,86.85707,7.5,24.155,5.9
6906,Newcastle Centre,NEWC,15-10-2018 17:00,NA,103.41444,8,15.459,6.6
6907,Newcastle Centre,NEWC,15-10-2018 18:00,NA,103.02011,8,13.527,6.2
6908,Newcastle Centre,NEWC,15-10-2018 19:00,NA,101.60067,11.2,21.256,11
6909,Newcastle Centre,NEWC,15-10-2018 20:00,NA,78.72237,16.1,21.256,15.2
6910,Newcastle Centre,NEWC,15-10-2018 21:00,NA,76.65034,25.2,26.087,22.4
6911,Newcastle Centre,NEWC,15-10-2018 22:00,NA,64.27033,27.9,17.392,24.4
6912,Newcastle Centre,NEWC,15-10-2018 23:00,NA,51.3761,19.4,15.459,19.1
6913,Newcastle Centre,NEWC,16-10-2018 00:00,NA,44.34653,23.8,14.493,23.1
6914,Newcastle Centre,NEWC,16-10-2018 01:00,NA,40.48349,20.7,13.527,19.5
6915,Newcastle Centre,NEWC,16-10-2018 02:00,NA,45.97607,16.7,17.392,15
6916,Newcastle Centre,NEWC,16-10-2018 03:00,NA,37.7862,14,10.628,12.5
6917,Newcastle Centre,NEWC,16-10-2018 04:00,NA,27.47136,12.4,15.459,9.2
6918,Newcastle Centre,NEWC,16-10-2018 05:00,NA,52.54294,12.5,16.425,11.1
6919,Newcastle Centre,NEWC,16-10-2018 06:00,NA,94.75879,10.4,16.425,11.9
6920,Newcastle Centre,NEWC,16-10-2018 07:00,NA,72.55384,40.9,7.73,12.6
6921,Newcastle Centre,NEWC,16-10-2018 08:00,NA,63.48378,37.3,15.459,17.9
6922,Newcastle Centre,NEWC,16-10-2018 09:00,NA,60.22234,17.7,12.561,14.6
6923,Newcastle Centre,NEWC,16-10-2018 10:00,NA,40.16708,25.6,9.662,17.6
